h3_id,neighbor
892a1072ccfffff,892a1072c57ffff
892a1008bb7ffff,892a1008ba7ffff
892a1072c0fffff,892a1072c77ffff
892a100d3cfffff,892a100d357ffff
892a1072887ffff,892a10728bbffff
892a1008dc7ffff,892a1008d1bffff
892a100d2bbffff,892a100d2abffff
892a1008dd3ffff,892a1008dc3ffff
892a107253bffff,892a107252bffff
892a1008d6fffff,892a10089d7ffff
892a100d3c7ffff,892a100d31bffff
892a100d693ffff,892a100d683ffff
892a100d67bffff,892a100d66bffff
892a100d653ffff,892a100d643ffff
892a1008867ffff,892a1008b9bffff
892a100899bffff,892a100898bffff
892a1072c03ffff,892a1072c0fffff
892a1008987ffff,892a10089bbffff
892a1008933ffff,892a1008923ffff
892a1008903ffff,892a100890fffff
892a10088afffff,892a1008837ffff
892a1008c17ffff,892a1008c07ffff
892a1008b83ffff,892a1008b8fffff
892a100d213ffff,892a100d203ffff
892a1008997ffff,892a1008987ffff
892a1008c2fffff,892a1008897ffff
892a100d21bffff,892a100d20bffff
892a100d2c3ffff,892a100d2cfffff
892a1072dcbffff,892a1072d53ffff
892a1072ca3ffff,892a1072cafffff
892a1072587ffff,892a10725bbffff
892a100f64bffff,892a1008db3ffff
892a1008883ffff,892a100888fffff
892a1008827ffff,892a100895bffff
892a100d64bffff,892a10725b3ffff
892a1072d5bffff,892a1072d4bffff
892a1072ddbffff,892a1072dcbffff
892a1008b3bffff,892a1008b2bffff
892a100d2a3ffff,892a100d2afffff
892a1072c3bffff,892a1072c2bffff
892a1072ccbffff,892a1072c53ffff
892a1008c3bffff,892a1008c2bffff
892a1008d3bffff,892a1008d2bffff
892a1072c27ffff,892a1072d5bffff
892a1072597ffff,892a1072587ffff
892a100d6c3ffff,892a100d6cfffff
892a1072513ffff,892a1072503ffff
892a100d347ffff,892a100d37bffff
892a100d283ffff,892a100d28fffff
892a10089d7ffff,892a10089c7ffff
892a100ae77ffff,892a100ae67ffff
892a10089dbffff,892a10089cbffff
892a1008973ffff,892a1008963ffff
892a100d293ffff,892a100d283ffff
892a100894fffff,892a1008bb7ffff
892a1072523ffff,892a107252fffff
892a100d6d7ffff,892a100d6c7ffff
892a1008b13ffff,892a1008b03ffff
892a107252bffff,892a1072193ffff
892a1008cb3ffff,892a1008ca3ffff
892a1008b23ffff,892a1008b2fffff
892a1008b87ffff,892a1008bbbffff
892a1072c83ffff,892a1072c8fffff
892a100ab47ffff,892a100ab7bffff
892a1008913ffff,892a1008903ffff
892a1008dabffff,892a1008d33ffff
892a100d37bffff,892a100d36bffff
892a1008d07ffff,892a1008d3bffff
892a1008937ffff,892a1008927ffff
892a1008c9bffff,892a1008c8bffff
892a1008c93ffff,892a1008c83ffff
892a1072533ffff,892a1072523ffff
892a100d227ffff,892a100d35bffff
892a1008977ffff,892a1008967ffff
892a1008c0fffff,892a1008c77ffff
892a100d6abffff,892a100d633ffff
892a1072dc3ffff,892a1072dcfffff
892a1008d67ffff,892a100899bffff
892a1072c6bffff,892a10728d3ffff
892a1008d5bffff,892a1008d4bffff
892a1072cafffff,892a1072c37ffff
892a1072cb7ffff,892a1072ca7ffff
892a100d623ffff,892a100d62fffff
892a1072c2fffff,892a1072897ffff
892a100d6cbffff,892a100d653ffff
892a1008d37ffff,892a1008d27ffff
892a1008923ffff,892a100892fffff
892a1008d63ffff,892a1008d6fffff
892a100aa13ffff,892a100aa03ffff
892a1008c07ffff,892a1008c3bffff
892a100aa17ffff,892a100aa07ffff
892a1072c47ffff,892a1072c7bffff
892a1072c87ffff,892a1072cbbffff
892a1072cb3ffff,892a1072ca3ffff
892a1008dcbffff,892a1008d53ffff
892a1072c1bffff,892a1072c0bffff
892a100d287ffff,892a100d2bbffff
892a100aa8bffff,892a100aa13ffff
892a100d6a3ffff,892a100d6afffff
892a1072517ffff,892a1072507ffff
892a100d47bffff,892a100d46bffff
892a100d617ffff,892a100d607ffff
892a1008807ffff,892a100883bffff
892a107288fffff,892a1072817ffff
892a100d613ffff,892a100d603ffff
892a100d297ffff,892a100d287ffff
892a100892bffff,892a100d693ffff
892a100d277ffff,892a100d267ffff
892a100d24bffff,892a10721b3ffff
892a100d68bffff,892a100d613ffff
892a100882fffff,892a1008b97ffff
892a1072527ffff,892a100d25bffff
892a1072c93ffff,892a1072c83ffff
892a100d673ffff,892a100d663ffff
892a1072dd7ffff,892a1072dc7ffff
892a1072593ffff,892a1072583ffff
892a100ae67ffff,892a100aa9bffff
892a100aa27ffff,892a100ab5bffff
892a100d26fffff,892a1072cd7ffff
892a100d60fffff,892a100d677ffff
892a1008d23ffff,892a1008d2fffff
892a1008dbbffff,892a1008dabffff
892a100d6cfffff,892a100d657ffff
892a100d34bffff,892a1072cb3ffff
892a10088b7ffff,892a10088a7ffff
892a100aa83ffff,892a100aa8fffff
892a100ab63ffff,892a100ab6fffff
892a100d2b3ffff,892a100d2a3ffff
892a100d683ffff,892a100d68fffff
892a100ab6fffff,892a1008dd7ffff
892a100898bffff,892a1008913ffff
892a1008babffff,892a1008b33ffff
892a1072583ffff,892a107258fffff
892a1072c63ffff,892a1072c6fffff
892a100d343ffff,892a100d34fffff
892a100d203ffff,892a100d20fffff
892a100d61bffff,892a100d60bffff
892a100d263ffff,892a100d26fffff
892a100d243ffff,892a100d24fffff
892a100d28bffff,892a100d213ffff
892a100d65bffff,892a100d64bffff
892a100d4dbffff,892a100d4cbffff
892a100d2afffff,892a100d237ffff
892a100d25bffff,892a100d24bffff
892a10089afffff,892a1008937ffff
892a107258fffff,892a1072517ffff
892a100d6bbffff,892a100d6abffff
892a100d26bffff,892a1072cd3ffff
892a1072c8bffff,892a1072c13ffff
892a100d3c3ffff,892a100d3cfffff
892a100aa37ffff,892a100aa27ffff
892a100d36bffff,892a1072dd3ffff
892a100894bffff,892a1008bb3ffff
892a1072193ffff,892a1072183ffff
892a1072c0bffff,892a1072c73ffff
892a100d2abffff,892a100d233ffff
892a100d20bffff,892a100d273ffff
892a100883bffff,892a100882bffff
892a1008b2bffff,892a1072593ffff
892a100d04bffff,892a100d2b3ffff
892a1072c7bffff,892a1072c6bffff
892a100d357ffff,892a100d347ffff
892a10725b7ffff,892a10725a7ffff
892a107252fffff,892a1072197ffff
892a100d64fffff,892a10725b7ffff
892a100893bffff,892a100892bffff
892a1072c07ffff,892a1072c3bffff
892a100d4cbffff,892a100d453ffff
892a1008823ffff,892a100882fffff
892a1072c57ffff,892a1072c47ffff
892a1008d9bffff,892a1008d8bffff
892a1008c83ffff,892a1008c8fffff
892a1008b37ffff,892a1008b27ffff
892a1008837ffff,892a1008827ffff
892a1008db3ffff,892a1008da3ffff
892a1008907ffff,892a100893bffff
892a1008d43ffff,892a1008d4fffff
892a100d44bffff,892a100d6b3ffff
892a100d22fffff,892a1072c97ffff
892a100d2a7ffff,892a100d3dbffff
892a1008d73ffff,892a1008d63ffff
892a1072c67ffff,892a107289bffff
892a100d68fffff,892a100d617ffff
892a10089c7ffff,892a100891bffff
892a100d28fffff,892a100d217ffff
892a100d3dbffff,892a100d3cbffff
892a100d62fffff,892a100d297ffff
892a1008b27ffff,892a100d65bffff
892a100d36fffff,892a1072dd7ffff
892a100f24bffff,892a10089b3ffff
892a10721afffff,892a1072137ffff
892a1008c8fffff,892a1008c17ffff
892a100d247ffff,892a100d27bffff
892a1008d77ffff,892a1008d67ffff
892a10088b3ffff,892a10088a3ffff
892a1072d4bffff,892a10728b3ffff
892a107288bffff,892a1072813ffff
892a100d24fffff,892a10721b7ffff
892a1072c9bffff,892a1072c8bffff
892a1008833ffff,892a1008823ffff
892a100d237ffff,892a100d227ffff
892a100d353ffff,892a100d343ffff
892a1072cc3ffff,892a1072ccfffff
892a100d647ffff,892a100d67bffff
892a1008c2bffff,892a1008893ffff
892a1072c73ffff,892a1072c63ffff
892a10088a3ffff,892a10088afffff
892a1008da3ffff,892a1008dafffff
892a100d607ffff,892a100d63bffff
892a1008ba7ffff,892a100d6dbffff
892a1008b07ffff,892a1008b3bffff
892a1008ba3ffff,892a1008bafffff
892a100d677ffff,892a100d667ffff
892a1008b0fffff,892a1008b77ffff
892a100aa9bffff,892a100aa8bffff
892a100d6dbffff,892a100d6cbffff
892a100d377ffff,892a100d367ffff
892a1072cd7ffff,892a1072cc7ffff
892a1072c33ffff,892a1072c23ffff
892a1008887ffff,892a10088bbffff
892a1072ca7ffff,892a1072ddbffff
892a10721b3ffff,892a10721a3ffff
892a100d60bffff,892a100d673ffff
892a1072cc7ffff,892a1072c1bffff
892a1008b17ffff,892a1008b07ffff
892a1008d1bffff,892a1008d0bffff
892a1008d87ffff,892a1008dbbffff
892a1008927ffff,892a100d45bffff
892a10089b3ffff,892a10089a3ffff
892a1008953ffff,892a1008943ffff
892a1072c8fffff,892a1072c17ffff
892a100d367ffff,892a1072d9bffff
892a100d2d7ffff,892a100d2c7ffff
892a1072893ffff,892a1072883ffff
892a1008c87ffff,892a1008cbbffff
892a100890bffff,892a1008973ffff
892a1008d8fffff,892a1008d17ffff
892a100d453ffff,892a100d443ffff
892a10089b7ffff,892a10089a7ffff
892a1008dc3ffff,892a1008dcfffff
892a100d667ffff,892a100d29bffff
892a1072197ffff,892a1072187ffff
892a100d6c7ffff,892a100d61bffff
892a1072cbbffff,892a1072cabffff
892a100889bffff,892a100888bffff
892a100d663ffff,892a100d66fffff
892a100d20fffff,892a100d277ffff
892a10725a3ffff,892a10725afffff
892a100aa93ffff,892a100aa83ffff
892a1008b8fffff,892a1008b17ffff
892a100d257ffff,892a100d247ffff
892a1008bafffff,892a1008b37ffff
892a1072dd3ffff,892a1072dc3ffff
892a100aa8fffff,892a100aa17ffff
892a10089bbffff,892a10089abffff
892a10725a7ffff,892a100d2dbffff
892a10725abffff,892a1072533ffff
892a1008943ffff,892a100894fffff
892a100d22bffff,892a1072c93ffff
892a10728d7ffff,892a10728c7ffff
892a1008967ffff,892a100d69bffff
892a1008ddbffff,892a1008dcbffff
892a100d45bffff,892a100d44bffff
892a1072cabffff,892a1072c33ffff
892a1072817ffff,892a1072807ffff
892a1008b77ffff,892a1008b67ffff
892a100d697ffff,892a100d687ffff
892a10089a3ffff,892a10089afffff
892a1008d2fffff,892a1008997ffff
892a1072507ffff,892a107253bffff
892a100ab73ffff,892a100ab63ffff
892a1008c27ffff,892a1008d5bffff
892a100d6b3ffff,892a100d6a3ffff
892a1008d83ffff,892a1008d8fffff
892a1008b97ffff,892a1008b87ffff
892a1072c77ffff,892a1072c67ffff
892a100aa2bffff,892a1008c93ffff
892a1008c8bffff,892a1008c13ffff
892a1072187ffff,892a10721bbffff
892a10089a7ffff,892a100d4dbffff
892a100882bffff,892a1008b93ffff
892a1008b93ffff,892a1008b83ffff
892a100d34fffff,892a1072cb7ffff
892a1008897ffff,892a1008887ffff
892a100d35bffff,892a100d34bffff
892a1008983ffff,892a100898fffff
892a1008d27ffff,892a100f25bffff
892a1008803ffff,892a100880fffff
892a1008963ffff,892a100896fffff
892a1008d4fffff,892a10088b7ffff
892a1072c23ffff,892a1072c2fffff
892a1008d8bffff,892a1008d13ffff
892a100d223ffff,892a100d22fffff
892a10089abffff,892a1008933ffff
892a100d2cbffff,892a100d253ffff
892a10088bbffff,892a10088abffff
892a1072cd3ffff,892a1072cc3ffff
892a10721a7ffff,892a1072cdbffff
892a1072c6fffff,892a10728d7ffff
892a100d363ffff,892a100d36fffff
892a1008b33ffff,892a1008b23ffff
892a1072cdbffff,892a1072ccbffff
892a1008d17ffff,892a1008d07ffff
892a1008d57ffff,892a1008d47ffff
892a1008993ffff,892a1008983ffff
892a100890fffff,892a1008977ffff
892a100aa67ffff,892a1008c9bffff
892a100d633ffff,892a100d623ffff
892a1072897ffff,892a1072887ffff
892a1008c23ffff,892a1008c2fffff
892a100d2d3ffff,892a100d2c3ffff
892a10725bbffff,892a10725abffff
892a10721a3ffff,892a10721afffff
892a1008ca3ffff,892a1008cafffff
892a1008d53ffff,892a1008d43ffff
892a100d637ffff,892a100d627ffff
892a100d05bffff,892a100d04bffff
892a100d443ffff,892a100d44fffff
892a100d657ffff,892a100d647ffff
892a1008c13ffff,892a1008c03ffff
892a100d2cfffff,892a100d257ffff
892a1072537ffff,892a1072527ffff
892a10728c7ffff,892a107281bffff
892a1008c37ffff,892a1008c27ffff
892a1008d0bffff,892a1008d73ffff
892a1008dd7ffff,892a1008dc7ffff
892a1008bb3ffff,892a1008ba3ffff
892a1072813ffff,892a1072803ffff
892a100f25bffff,892a100f24bffff
892a100d2c7ffff,892a100d21bffff
892a100d6afffff,892a100d637ffff
892a1072c37ffff,892a1072c27ffff
892a100d63bffff,892a100d62bffff
892a1008d33ffff,892a1008d23ffff
892a100d687ffff,892a100d6bbffff
892a1072c97ffff,892a1072c87ffff
892a100d267ffff,892a1072c9bffff
892a100d29bffff,892a100d28bffff
892a100d627ffff,892a100d05bffff
892a100892fffff,892a100d697ffff
892a1072c2bffff,892a1072893ffff
892a10725b3ffff,892a10725a3ffff
892a100d66fffff,892a100d2d7ffff
892a1008817ffff,892a1008807ffff
892a1072883ffff,892a107288fffff
892a100d207ffff,892a100d23bffff
892a100d603ffff,892a100d60fffff
892a1008b2fffff,892a1072597ffff
892a100d233ffff,892a100d223ffff
892a100d62bffff,892a100d293ffff
892a1008c03ffff,892a1008c0fffff
892a100d217ffff,892a100d207ffff
892a100898fffff,892a1008917ffff
892a1008b03ffff,892a1008b0fffff
892a100ab4fffff,892a100ab7bffff
892a1008bbbffff,892a1008ba3ffff
892a100d643ffff,892a100d647ffff
892a1008d0fffff,892a1008d3bffff
892a100895bffff,892a1008943ffff
892a100d3cbffff,892a100d3cfffff
892a1008d4bffff,892a1008d4fffff
892a1008917ffff,892a10089abffff
892a10725afffff,892a100d2dbffff
892a100891bffff,892a1008903ffff
892a100d23bffff,892a100d223ffff
892a100d27bffff,892a100d263ffff
892a10721bbffff,892a10721a3ffff
892a100d273ffff,892a100d277ffff
892a1008dcfffff,892a1008d1bffff
892a1008d2bffff,892a1008d2fffff
892a1008cafffff,892a1008ddbffff
892a10721b7ffff,892a100d26bffff
892a107289bffff,892a1072883ffff
892a100aa77ffff,892a100aa2bffff
892a1072c17ffff,892a1072cabffff
892a100d2dbffff,892a100d2c3ffff
892a100d66bffff,892a100d66fffff
892a100888bffff,892a100888fffff
892a100888fffff,892a10088bbffff
892a1008893ffff,892a1008897ffff
892a1008c33ffff,892a1008c37ffff
892a100d253ffff,892a100d257ffff
892a100896fffff,892a100d69bffff
892a1072c13ffff,892a1072c17ffff
892a100d69bffff,892a100d683ffff
892a10088abffff,892a10088afffff
892a100d373ffff,892a100d377ffff
892a1072ccfffff,892a1072c1bffff
892a1072c0fffff,892a1072c3bffff
892a100d3cfffff,892a100d31bffff
892a1072887ffff,892a10728b3ffff
892a1008dc7ffff,892a1008d13ffff
892a100d2bbffff,892a100d2a3ffff
892a1008dd3ffff,892a1008dd7ffff
892a107253bffff,892a1072523ffff
892a1008d6fffff,892a100899bffff
892a100d693ffff,892a100d697ffff
892a100d67bffff,892a100d663ffff
892a100d653ffff,892a100d657ffff
892a1008867ffff,892a1008b93ffff
892a100899bffff,892a1008983ffff
892a1072c03ffff,892a1072c07ffff
892a1008987ffff,892a10089b3ffff
892a1008933ffff,892a1008937ffff
892a1008903ffff,892a1008907ffff
892a10088afffff,892a10089dbffff
892a1008b83ffff,892a1008b87ffff
892a100d213ffff,892a100d217ffff
892a1008997ffff,892a100f24bffff
892a1008c2fffff,892a1008d5bffff
892a100d21bffff,892a100d203ffff
892a100d2c3ffff,892a100d2c7ffff
892a1072dcbffff,892a1072dcfffff
892a1072183ffff,892a1072187ffff
892a1072ca3ffff,892a1072ca7ffff
892a1072587ffff,892a10725b3ffff
892a1008883ffff,892a1008887ffff
892a1008827ffff,892a1008953ffff
892a100d64bffff,892a100d64fffff
892a107281bffff,892a1072803ffff
892a1072ddbffff,892a1072dc3ffff
892a1008b3bffff,892a1008b23ffff
892a100d2a3ffff,892a100d2a7ffff
892a1072c3bffff,892a1072c23ffff
892a1072ccbffff,892a1072ccfffff
892a1008c3bffff,892a1008c23ffff
892a1008d3bffff,892a1008d23ffff
892a1072c27ffff,892a1072d53ffff
892a1072597ffff,892a100d64bffff
892a100d6c3ffff,892a100d6c7ffff
892a1072513ffff,892a1072517ffff
892a100d347ffff,892a100d373ffff
892a100d283ffff,892a100d287ffff
892a10089d7ffff,892a100898bffff
892a1008973ffff,892a1008977ffff
892a100d293ffff,892a100d297ffff
892a1072523ffff,892a1072527ffff
892a100d6d7ffff,892a100d68bffff
892a1008b13ffff,892a1008b17ffff
892a107252bffff,892a107252fffff
892a1008b23ffff,892a1008b27ffff
892a1008b87ffff,892a1008bb3ffff
892a1072c83ffff,892a1072c87ffff
892a100ab47ffff,892a100ab73ffff
892a1008913ffff,892a1008917ffff
892a1008dabffff,892a1008dafffff
892a100d37bffff,892a100d363ffff
892a1008d07ffff,892a1008d33ffff
892a1008937ffff,892a100d4cbffff
892a1008c9bffff,892a1008c83ffff
892a1072533ffff,892a1072537ffff
892a100d227ffff,892a100d353ffff
892a1008977ffff,892a100892bffff
892a1008c0fffff,892a1008c3bffff
892a100d6abffff,892a100d6afffff
892a1072dc3ffff,892a1072dc7ffff
892a1008d67ffff,892a1008993ffff
892a100ab7bffff,892a100ab63ffff
892a1072c6bffff,892a1072c6fffff
892a1008d5bffff,892a1008d43ffff
892a1072cafffff,892a1072ddbffff
892a1072cb7ffff,892a100d36bffff
892a100d623ffff,892a100d627ffff
892a1072c2fffff,892a1072d5bffff
892a100d6cbffff,892a100d6cfffff
892a1008923ffff,892a1008927ffff
892a1008d63ffff,892a1008d67ffff
892a100aa13ffff,892a100aa17ffff
892a1008c07ffff,892a1008c33ffff
892a1072c47ffff,892a1072c73ffff
892a1072c87ffff,892a1072cb3ffff
892a1072cb3ffff,892a1072cb7ffff
892a1008b9bffff,892a1008b83ffff
892a1008dcbffff,892a1008dcfffff
892a1072c1bffff,892a1072c03ffff
892a100d287ffff,892a100d2b3ffff
892a1008b67ffff,892a1072593ffff
892a100aa8bffff,892a100aa8fffff
892a1072517ffff,892a10725abffff
892a100d617ffff,892a100d6abffff
892a1008807ffff,892a1008833ffff
892a107288fffff,892a10728bbffff
892a100d613ffff,892a100d617ffff
892a100d297ffff,892a100d04bffff
892a100892bffff,892a100892fffff
892a100d277ffff,892a100d22bffff
892a100d24bffff,892a100d24fffff
892a100d68bffff,892a100d68fffff
892a100882fffff,892a100895bffff
892a1072527ffff,892a100d253ffff
892a1072c93ffff,892a1072c97ffff
892a100d673ffff,892a100d677ffff
892a1072593ffff,892a1072597ffff
892a100ae67ffff,892a100aa93ffff
892a100aa27ffff,892a100ab53ffff
892a100d26fffff,892a1072c9bffff
892a100d60fffff,892a100d63bffff
892a1008d23ffff,892a1008d27ffff
892a1008dbbffff,892a1008da3ffff
892a100d6cfffff,892a100d61bffff
892a100d34bffff,892a100d34fffff
892a100d683ffff,892a100d687ffff
892a100ab6fffff,892a1008d9bffff
892a1072503ffff,892a1072507ffff
892a100898bffff,892a100898fffff
892a1008babffff,892a1008bafffff
892a1072583ffff,892a1072587ffff
892a1072c63ffff,892a1072c67ffff
892a100d343ffff,892a100d347ffff
892a100d203ffff,892a100d207ffff
892a100d61bffff,892a100d603ffff
892a100d263ffff,892a100d267ffff
892a100d243ffff,892a100d247ffff
892a100d28bffff,892a100d28fffff
892a100d65bffff,892a100d643ffff
892a100d2afffff,892a100d3dbffff
892a100d25bffff,892a100d243ffff
892a10089afffff,892a100d4dbffff
892a107258fffff,892a10725bbffff
892a1072c53ffff,892a1072c57ffff
892a100d6bbffff,892a100d6a3ffff
892a100d26bffff,892a100d26fffff
892a1072c8bffff,892a1072c8fffff
892a100d3c3ffff,892a100d3c7ffff
892a10728d3ffff,892a10728d7ffff
892a100d36bffff,892a100d36fffff
892a100894bffff,892a100894fffff
892a1072193ffff,892a1072197ffff
892a1072c0bffff,892a1072c0fffff
892a100d2abffff,892a100d2afffff
892a100d20bffff,892a100d20fffff
892a100883bffff,892a1008823ffff
892a1008b2bffff,892a1008b2fffff
892a1072c7bffff,892a1072c63ffff
892a1008c77ffff,892a1008c2bffff
892a10725b7ffff,892a100d66bffff
892a107252fffff,892a100d25bffff
892a100d64fffff,892a100d67bffff
892a100893bffff,892a1008923ffff
892a1072c07ffff,892a1072c33ffff
892a1008823ffff,892a1008827ffff
892a1072c57ffff,892a1072c0bffff
892a1008d9bffff,892a1008d83ffff
892a1008c83ffff,892a1008c87ffff
892a1008b37ffff,892a100d6cbffff
892a1008837ffff,892a10089cbffff
892a1008907ffff,892a1008933ffff
892a1008d43ffff,892a1008d47ffff
892a100d44bffff,892a100d44fffff
892a1008d47ffff,892a1008d73ffff
892a100d22fffff,892a100d35bffff
892a1008d73ffff,892a1008d77ffff
892a1072c67ffff,892a1072893ffff
892a100d68fffff,892a100d6bbffff
892a10089c7ffff,892a1008913ffff
892a100d28fffff,892a100d2bbffff
892a100d3dbffff,892a100d3c3ffff
892a100d62fffff,892a100d05bffff
892a100aec3ffff,892a100aec7ffff
892a1008b27ffff,892a100d653ffff
892a100d36fffff,892a1072d9bffff
892a10721afffff,892a1072cdbffff
892a1008c8fffff,892a1008cbbffff
892a100d247ffff,892a100d273ffff
892a1008d77ffff,892a1008d2bffff
892a10088b3ffff,892a10088b7ffff
892a107288bffff,892a107288fffff
892a100d24fffff,892a100d27bffff
892a100ae63ffff,892a100ae67ffff
892a1072c9bffff,892a1072c83ffff
892a1008833ffff,892a1008837ffff
892a100d237ffff,892a100d3cbffff
892a100d353ffff,892a100d357ffff
892a1072cc3ffff,892a1072cc7ffff
892a100d647ffff,892a100d673ffff
892a1008c2bffff,892a1008c2fffff
892a1072c73ffff,892a1072c77ffff
892a10088a3ffff,892a10088a7ffff
892a100d607ffff,892a100d633ffff
892a1008b07ffff,892a1008b33ffff
892a1008ba3ffff,892a1008ba7ffff
892a100d677ffff,892a100d62bffff
892a1008b0fffff,892a1008b3bffff
892a100aa9bffff,892a100aa83ffff
892a100d6dbffff,892a100d6c3ffff
892a1072cd7ffff,892a1072c8bffff
892a1072c33ffff,892a1072c37ffff
892a1008887ffff,892a10088b3ffff
892a1072ca7ffff,892a1072dd3ffff
892a10721b3ffff,892a10721b7ffff
892a100d60bffff,892a100d60fffff
892a1072cc7ffff,892a1072c13ffff
892a1008b17ffff,892a1008babffff
892a1008d87ffff,892a1008db3ffff
892a1008927ffff,892a100d453ffff
892a10089b3ffff,892a10089b7ffff
892a1072c8fffff,892a1072cbbffff
892a100d2d7ffff,892a100d28bffff
892a1072893ffff,892a1072897ffff
892a1008c87ffff,892a1008cb3ffff
892a100890bffff,892a100890fffff
892a1008d8fffff,892a1008dbbffff
892a1008dc3ffff,892a1008dc7ffff
892a100d667ffff,892a100d293ffff
892a1072197ffff,892a100d24bffff
892a100d6c7ffff,892a100d613ffff
892a1072cbbffff,892a1072ca3ffff
892a100889bffff,892a1008883ffff
892a100d663ffff,892a100d667ffff
892a100d20fffff,892a100d23bffff
892a10725a3ffff,892a10725a7ffff
892a1008b8fffff,892a1008bbbffff
892a100d257ffff,892a100d20bffff
892a1008bafffff,892a100d6dbffff
892a1072dd3ffff,892a1072dd7ffff
892a10089bbffff,892a10089a3ffff
892a10725a7ffff,892a100d2d3ffff
892a10725abffff,892a10725afffff
892a100d22bffff,892a100d22fffff
892a10728d7ffff,892a107288bffff
892a1008967ffff,892a100d693ffff
892a1008ddbffff,892a1008dc3ffff
892a100d45bffff,892a100d443ffff
892a1072cabffff,892a1072cafffff
892a1008b77ffff,892a1008b2bffff
892a100d697ffff,892a100d44bffff
892a1072137ffff,892a1072ccbffff
892a10089a3ffff,892a10089a7ffff
892a1008d2fffff,892a100f25bffff
892a1072507ffff,892a1072533ffff
892a100ab73ffff,892a100ab77ffff
892a1008c27ffff,892a1008d53ffff
892a1008d83ffff,892a1008d87ffff
892a1008b97ffff,892a100894bffff
892a1072c77ffff,892a1072c2bffff
892a1008c8bffff,892a1008c8fffff
892a1072187ffff,892a10721b3ffff
892a100882bffff,892a100882fffff
892a1008b93ffff,892a1008b97ffff
892a100d34fffff,892a100d37bffff
892a1008897ffff,892a1008d4bffff
892a100d35bffff,892a100d343ffff
892a1008983ffff,892a1008987ffff
892a1008803ffff,892a1008807ffff
892a1008963ffff,892a1008967ffff
892a1072c23ffff,892a1072c27ffff
892a1008d8bffff,892a1008d8fffff
892a1072803ffff,892a1072807ffff
892a100d223ffff,892a100d227ffff
892a10089abffff,892a10089afffff
892a100d2cbffff,892a100d2cfffff
892a10088bbffff,892a10088a3ffff
892a1072cd3ffff,892a1072cd7ffff
892a10721a7ffff,892a1072cd3ffff
892a100aa03ffff,892a100aa07ffff
892a1072c6fffff,892a107289bffff
892a100d363ffff,892a100d367ffff
892a1008b33ffff,892a1008b37ffff
892a1072cdbffff,892a1072cc3ffff
892a1008d17ffff,892a1008dabffff
892a1008d57ffff,892a1008d0bffff
892a1008993ffff,892a1008997ffff
892a100890fffff,892a100893bffff
892a100aa67ffff,892a1008c93ffff
892a100d633ffff,892a100d637ffff
892a1072897ffff,892a1072d4bffff
892a1008c23ffff,892a1008c27ffff
892a100d2d3ffff,892a100d2d7ffff
892a10725bbffff,892a10725a3ffff
892a10721a3ffff,892a10721a7ffff
892a1008d53ffff,892a1008d57ffff
892a100d657ffff,892a100d60bffff
892a1008d13ffff,892a1008d17ffff
892a1008c13ffff,892a1008c17ffff
892a100d2cfffff,892a100d21bffff
892a100d44fffff,892a100d47bffff
892a1008cbbffff,892a1008ca3ffff
892a100aa23ffff,892a100aa27ffff
892a1072537ffff,892a100d2cbffff
892a10728c7ffff,892a1072813ffff
892a1008c37ffff,892a1008dcbffff
892a1008d0bffff,892a1008d0fffff
892a1008dd7ffff,892a1008d8bffff
892a1008bb3ffff,892a1008bb7ffff
892a1072813ffff,892a1072817ffff
892a100d2c7ffff,892a100d213ffff
892a1072c37ffff,892a1072dcbffff
892a100d63bffff,892a100d623ffff
892a1008d33ffff,892a1008d37ffff
892a100d687ffff,892a100d6b3ffff
892a1072c97ffff,892a100d34bffff
892a100d267ffff,892a1072c93ffff
892a100d29bffff,892a100d283ffff
892a100892fffff,892a100d45bffff
892a1072c2bffff,892a1072c2fffff
892a10725b3ffff,892a10725b7ffff
892a100d66fffff,892a100d29bffff
892a1008817ffff,892a10088abffff
892a1072883ffff,892a1072887ffff
892a100d207ffff,892a100d233ffff
892a100d603ffff,892a100d607ffff
892a1008b2fffff,892a100d65bffff
892a100d233ffff,892a100d237ffff
892a100d62bffff,892a100d62fffff
892a1008c03ffff,892a1008c07ffff
892a100880fffff,892a100883bffff
892a100d217ffff,892a100d2abffff
892a100898fffff,892a10089bbffff
892a1008b03ffff,892a1008b07ffff
892a100ab4fffff,892a100ab47ffff
892a1008bbbffff,892a1008bb3ffff
892a100d643ffff,892a100d657ffff
892a1008d0fffff,892a1008d07ffff
892a100895bffff,892a1008953ffff
892a100d3cbffff,892a100d3c3ffff
892a1008d4bffff,892a1008d43ffff
892a1008917ffff,892a10089bbffff
892a10725afffff,892a10725a7ffff
892a100891bffff,892a1008913ffff
892a100d23bffff,892a100d233ffff
892a100d27bffff,892a100d273ffff
892a10721bbffff,892a10721b3ffff
892a100d273ffff,892a100d20fffff
892a1008dcfffff,892a1008dc7ffff
892a1008d2bffff,892a1008d23ffff
892a10721b7ffff,892a100d27bffff
892a107289bffff,892a1072893ffff
892a1072c17ffff,892a1072cbbffff
892a100d2dbffff,892a100d2d3ffff
892a100d66bffff,892a100d663ffff
892a100888bffff,892a1008883ffff
892a100888fffff,892a1008887ffff
892a1008893ffff,892a1008c2fffff
892a1008c33ffff,892a1008cafffff
892a100d253ffff,892a100d2cfffff
892a100896fffff,892a1008967ffff
