fecha,t,m
2014-04-19,96,2
2014-04-19,98,2
2014-04-19,100,1
2014-04-19,101,1
2014-04-19,104,1
2014-04-19,105,1
2014-04-19,106,1
2014-04-19,108,2
2014-04-19,109,2
2014-04-19,115,1
2014-04-19,116,2
2014-04-19,117,2
2014-04-19,118,3
2014-04-19,119,1
2014-04-19,121,1
2014-04-19,123,1
2014-04-19,126,1
2014-04-19,129,1
2014-04-19,131,1
2014-04-19,132,1
2014-04-19,134,1
2014-04-19,135,1
2014-04-19,138,1
2014-04-19,139,3
2014-04-19,140,1
2014-04-19,141,2
2014-04-19,142,2
2014-04-26,1,1
2014-04-26,2,1
2014-04-26,3,2
2014-04-26,4,2
2014-04-26,6,2
2014-04-26,9,1
2014-04-26,10,1
2014-04-26,11,2
2014-04-26,13,3
2014-04-26,28,1
2014-04-26,32,1
2014-04-26,47,1
2014-04-26,48,1
2014-04-26,56,1
2014-04-26,58,2
2014-04-26,64,3
2014-04-26,70,2
2014-04-26,71,1
2014-04-26,72,1
2014-04-26,76,1
2014-04-26,77,1
2014-04-26,78,2
2014-04-26,80,1
2014-04-26,81,2
2014-04-26,83,1
2014-04-26,84,4
2014-04-26,92,2
2014-04-26,93,1
2014-04-26,94,1
2014-04-26,100,1
2014-04-26,101,2
2014-04-26,102,1
2014-04-26,108,1
2014-04-26,109,2
2014-04-26,110,1
2014-04-26,111,1
2014-04-26,112,2
2014-04-26,114,1
2014-04-26,115,1
2014-04-26,117,1
2014-04-26,119,1
2014-04-26,123,2
2014-04-26,126,2
2014-04-26,131,2
2014-04-26,132,1
2014-04-26,133,3
2014-04-26,134,1
2014-04-26,136,1
2014-04-26,137,1
2014-04-26,138,1
2014-04-26,139,1
2014-04-26,142,6
2014-04-26,143,2
2014-04-26,144,1
2014-05-03,3,3
2014-05-03,6,1
2014-05-03,7,1
2014-05-03,8,2
2014-05-03,9,1
2014-05-03,10,1
2014-05-03,11,1
2014-05-03,13,2
2014-05-03,26,1
2014-05-03,27,2
2014-05-03,36,1
2014-05-03,42,1
2014-05-03,44,1
2014-05-03,48,1
2014-05-03,52,1
2014-05-03,56,1
2014-05-03,57,2
2014-05-03,62,1
2014-05-03,63,1
2014-05-03,68,1
2014-05-03,69,3
2014-05-03,73,1
2014-05-03,75,1
2014-05-03,76,2
2014-05-03,77,1
2014-05-03,81,1
2014-05-03,82,2
2014-05-03,83,1
2014-05-03,84,1
2014-05-03,85,1
2014-05-03,90,2
2014-05-03,93,3
2014-05-03,96,1
2014-05-03,98,1
2014-05-03,100,1
2014-05-03,101,1
2014-05-03,104,1
2014-05-03,107,1
2014-05-03,108,3
2014-05-03,109,1
2014-05-03,111,1
2014-05-03,112,1
2014-05-03,115,1
2014-05-03,117,1
2014-05-03,121,1
2014-05-03,123,1
2014-05-03,125,2
2014-05-03,126,1
2014-05-03,127,1
2014-05-03,128,2
2014-05-03,130,1
2014-05-03,131,1
2014-05-03,132,2
2014-05-03,134,1
2014-05-03,135,2
2014-05-03,136,2
2014-05-03,138,2
2014-05-03,139,1
2014-05-03,140,2
2014-05-03,142,1
2014-05-10,1,1
2014-05-10,2,1
2014-05-10,6,1
2014-05-10,10,2
2014-05-10,11,1
2014-05-10,15,1
2014-05-10,17,1
2014-05-10,20,1
2014-05-10,21,1
2014-05-10,22,1
2014-05-10,26,2
2014-05-10,31,1
2014-05-10,45,1
2014-05-10,47,2
2014-05-10,48,1
2014-05-10,53,1
2014-05-10,54,1
2014-05-10,57,1
2014-05-10,70,1
2014-05-10,73,1
2014-05-10,75,1
2014-05-10,80,1
2014-05-10,83,1
2014-05-10,84,2
2014-05-10,87,3
2014-05-10,88,2
2014-05-10,89,1
2014-05-10,90,2
2014-05-10,92,1
2014-05-10,95,1
2014-05-10,96,2
2014-05-10,103,1
2014-05-10,104,1
2014-05-10,106,1
2014-05-10,108,1
2014-05-10,110,1
2014-05-10,112,1
2014-05-10,113,1
2014-05-10,114,1
2014-05-10,115,2
2014-05-10,116,1
2014-05-10,117,2
2014-05-10,118,1
2014-05-10,119,1
2014-05-10,120,1
2014-05-10,121,2
2014-05-10,122,1
2014-05-10,124,2
2014-05-10,125,1
2014-05-10,129,1
2014-05-10,130,1
2014-05-10,133,2
2014-05-10,138,1
2014-05-10,140,2
2014-05-10,141,1
2014-05-10,143,2
2014-05-10,144,1
2014-05-17,1,1
2014-05-17,5,1
2014-05-17,7,2
2014-05-17,12,1
2014-05-17,14,1
2014-05-17,15,3
2014-05-17,20,1
2014-05-17,23,1
2014-05-17,31,1
2014-05-17,33,1
2014-05-17,57,1
2014-05-17,58,2
2014-05-17,59,1
2014-05-17,60,1
2014-05-17,65,2
2014-05-17,67,1
2014-05-17,68,2
2014-05-17,71,2
2014-05-17,72,1
2014-05-17,74,2
2014-05-17,75,1
2014-05-17,76,1
2014-05-17,78,1
2014-05-17,79,1
2014-05-17,83,2
2014-05-17,85,1
2014-05-17,86,1
2014-05-17,87,1
2014-05-17,88,1
2014-05-17,89,1
2014-05-17,90,1
2014-05-17,91,3
2014-05-17,93,1
2014-05-17,96,1
2014-05-17,99,1
2014-05-17,100,1
2014-05-17,104,1
2014-05-17,107,2
2014-05-17,108,1
2014-05-17,109,1
2014-05-17,110,1
2014-05-17,111,1
2014-05-17,113,2
2014-05-17,115,2
2014-05-17,116,2
2014-05-17,119,1
2014-05-17,120,2
2014-05-17,122,2
2014-05-17,126,1
2014-05-17,127,3
2014-05-17,128,3
2014-05-17,129,1
2014-05-17,131,2
2014-05-17,132,1
2014-05-17,134,1
2014-05-17,135,1
2014-05-17,137,3
2014-05-17,138,2
2014-05-17,139,3
2014-05-17,141,2
2014-05-17,142,1
2014-05-17,143,2
2014-05-24,4,1
2014-05-24,5,1
2014-05-24,10,2
2014-05-24,15,1
2014-05-24,26,1
2014-05-24,39,1
2014-05-24,47,1
2014-05-24,63,1
2014-05-24,66,2
2014-05-24,69,1
2014-05-24,72,2
2014-05-24,75,1
2014-05-24,78,2
2014-05-24,80,1
2014-05-24,83,2
2014-05-24,87,1
2014-05-24,89,1
2014-05-24,90,1
2014-05-24,94,2
2014-05-24,95,1
2014-05-24,97,1
2014-05-24,98,2
2014-05-24,99,1
2014-05-24,100,1
2014-05-24,101,3
2014-05-24,102,2
2014-05-24,103,1
2014-05-24,106,1
2014-05-24,108,1
2014-05-24,109,1
2014-05-24,110,2
2014-05-24,114,1
2014-05-24,116,1
2014-05-24,129,2
2014-05-24,131,1
2014-05-24,134,1
2014-05-24,135,1
2014-05-24,138,3
2014-05-24,140,1
2014-05-24,141,2
2014-05-24,143,1
2014-05-24,144,2
2014-05-31,1,1
2014-05-31,2,1
2014-05-31,4,1
2014-05-31,5,2
2014-05-31,6,2
2014-05-31,7,1
2014-05-31,8,1
2014-05-31,10,3
2014-05-31,12,1
2014-05-31,14,1
2014-05-31,18,1
2014-05-31,23,1
2014-05-31,27,1
2014-05-31,43,1
2014-05-31,50,1
2014-05-31,52,1
2014-05-31,57,1
2014-05-31,66,1
2014-05-31,67,1
2014-05-31,68,2
2014-05-31,69,1
2014-05-31,71,1
2014-05-31,73,1
2014-05-31,74,2
2014-05-31,76,1
2014-05-31,77,1
2014-05-31,78,1
2014-05-31,79,1
2014-05-31,80,1
2014-05-31,81,1
2014-05-31,84,1
2014-05-31,86,1
2014-05-31,87,1
2014-05-31,88,1
2014-05-31,92,1
2014-05-31,96,1
2014-05-31,105,1
2014-05-31,106,3
2014-05-31,107,3
2014-05-31,109,2
2014-05-31,114,1
2014-05-31,116,1
2014-05-31,118,1
2014-05-31,121,1
2014-05-31,124,2
2014-05-31,127,1
2014-05-31,128,2
2014-05-31,129,1
2014-05-31,131,1
2014-05-31,133,1
2014-05-31,134,1
2014-05-31,136,1
2014-05-31,138,1
2014-05-31,140,1
2014-05-31,141,1
2014-05-31,142,2
2014-05-31,143,1
2014-05-31,144,3
2014-06-07,1,1
2014-06-07,2,1
2014-06-07,4,2
2014-06-07,5,6
2014-06-07,7,1
2014-06-07,8,1
2014-06-07,13,1
2014-06-07,14,3
2014-06-07,26,2
2014-06-07,34,1
2014-06-07,47,1
2014-06-07,49,1
2014-06-07,51,1
2014-06-07,52,1
2014-06-07,54,1
2014-06-07,56,1
2014-06-07,57,1
2014-06-07,59,1
2014-06-07,61,1
2014-06-07,62,2
2014-06-07,65,1
2014-06-07,66,1
2014-06-07,68,1
2014-06-07,71,1
2014-06-07,72,1
2014-06-07,74,1
2014-06-07,75,1
2014-06-07,78,2
2014-06-07,83,1
2014-06-07,84,1
2014-06-07,85,1
2014-06-07,86,1
2014-06-07,89,1
2014-06-07,90,1
2014-06-07,91,1
2014-06-07,94,1
2014-06-07,96,1
2014-06-07,97,1
2014-06-07,98,1
2014-06-07,101,2
2014-06-07,110,1
2014-06-07,111,2
2014-06-07,112,1
2014-06-07,117,1
2014-06-07,118,3
2014-06-07,119,1
2014-06-07,120,1
2014-06-07,122,1
2014-06-07,124,2
2014-06-07,126,1
2014-06-07,127,1
2014-06-07,128,2
2014-06-07,131,2
2014-06-07,132,2
2014-06-07,136,2
2014-06-07,138,1
2014-06-07,139,4
2014-06-07,140,2
2014-06-07,142,3
2014-06-07,143,2
2014-06-07,144,1
2014-06-14,1,1
2014-06-14,3,1
2014-06-14,4,1
2014-06-14,5,1
2014-06-14,6,1
2014-06-14,7,2
2014-06-14,8,1
2014-06-14,9,1
2014-06-14,11,2
2014-06-14,14,1
2014-06-14,15,1
2014-06-14,16,2
2014-06-14,19,3
2014-06-14,20,1
2014-06-14,34,1
2014-06-14,42,1
2014-06-14,47,1
2014-06-14,52,1
2014-06-14,53,2
2014-06-14,55,2
2014-06-14,57,1
2014-06-14,58,1
2014-06-14,59,1
2014-06-14,61,3
2014-06-14,71,1
2014-06-14,76,1
2014-06-14,79,1
2014-06-14,80,1
2014-06-14,83,1
2014-06-14,84,1
2014-06-14,95,1
2014-06-14,96,2
2014-06-14,97,2
2014-06-14,98,1
2014-06-14,99,1
2014-06-14,100,1
2014-06-14,102,2
2014-06-14,104,1
2014-06-14,108,1
2014-06-14,110,3
2014-06-14,113,2
2014-06-14,115,1
2014-06-14,116,2
2014-06-14,119,1
2014-06-14,120,2
2014-06-14,123,1
2014-06-14,124,1
2014-06-14,125,2
2014-06-14,129,1
2014-06-14,130,1
2014-06-14,131,1
2014-06-14,137,3
2014-06-14,138,1
2014-06-14,142,3
2014-06-14,144,3
2014-06-21,1,1
2014-06-21,3,1
2014-06-21,4,1
2014-06-21,7,1
2014-06-21,9,2
2014-06-21,11,1
2014-06-21,13,1
2014-06-21,15,1
2014-06-21,17,2
2014-06-21,18,2
2014-06-21,20,1
2014-06-21,21,2
2014-06-21,22,1
2014-06-21,26,1
2014-06-21,31,2
2014-06-21,47,1
2014-06-21,48,1
2014-06-21,51,1
2014-06-21,54,2
2014-06-21,60,1
2014-06-21,63,1
2014-06-21,65,1
2014-06-21,67,1
2014-06-21,68,1
2014-06-21,69,1
2014-06-21,73,1
2014-06-21,76,1
2014-06-21,77,2
2014-06-21,78,2
2014-06-21,81,1
2014-06-21,82,1
2014-06-21,83,2
2014-06-21,86,1
2014-06-21,88,1
2014-06-21,94,1
2014-06-21,96,1
2014-06-21,98,2
2014-06-21,108,2
2014-06-21,116,1
2014-06-21,118,1
2014-06-21,120,1
2014-06-21,121,3
2014-06-21,122,1
2014-06-21,124,1
2014-06-21,125,2
2014-06-21,126,2
2014-06-21,131,1
2014-06-21,132,1
2014-06-21,133,1
2014-06-21,134,1
2014-06-21,135,1
2014-06-21,136,2
2014-06-21,137,1
2014-06-21,138,2
2014-06-21,139,1
2014-06-21,140,1
2014-06-21,141,2
2014-06-21,142,1
2014-06-28,6,1
2014-06-28,7,2
2014-06-28,8,1
2014-06-28,9,1
2014-06-28,11,4
2014-06-28,12,3
2014-06-28,14,1
2014-06-28,16,1
2014-06-28,17,1
2014-06-28,18,1
2014-06-28,19,1
2014-06-28,21,1
2014-06-28,28,1
2014-06-28,29,1
2014-06-28,32,1
2014-06-28,33,1
2014-06-28,35,1
2014-06-28,38,1
2014-06-28,45,1
2014-06-28,48,1
2014-06-28,52,1
2014-06-28,54,1
2014-06-28,61,2
2014-06-28,64,2
2014-06-28,69,1
2014-06-28,70,1
2014-06-28,73,1
2014-06-28,74,2
2014-06-28,76,1
2014-06-28,78,1
2014-06-28,80,1
2014-06-28,81,1
2014-06-28,82,1
2014-06-28,88,1
2014-06-28,92,1
2014-06-28,93,1
2014-06-28,97,1
2014-06-28,99,1
2014-06-28,101,1
2014-06-28,103,3
2014-06-28,106,1
2014-06-28,107,1
2014-06-28,108,1
2014-06-28,110,2
2014-06-28,113,1
2014-06-28,114,2
2014-06-28,117,1
2014-06-28,118,1
2014-06-28,119,1
2014-06-28,123,1
2014-06-28,124,1
2014-06-28,128,1
2014-06-28,130,1
2014-06-28,131,2
2014-06-28,133,1
2014-06-28,136,3
2014-06-28,137,1
2014-06-28,140,1
2014-06-28,141,2
2014-07-05,1,2
2014-07-05,4,1
2014-07-05,7,1
2014-07-05,8,1
2014-07-05,9,1
2014-07-05,10,1
2014-07-05,11,1
2014-07-05,22,1
2014-07-05,43,1
2014-07-05,52,1
2014-07-05,60,1
2014-07-05,61,1
2014-07-05,62,1
2014-07-05,66,1
2014-07-05,71,1
2014-07-05,72,1
2014-07-05,85,2
2014-07-05,89,1
2014-07-05,90,1
2014-07-05,92,1
2014-07-05,97,2
2014-07-05,99,2
2014-07-05,100,1
2014-07-05,105,1
2014-07-05,108,1
2014-07-05,109,1
2014-07-05,112,2
2014-07-05,115,1
2014-07-05,116,2
2014-07-05,117,1
2014-07-05,121,2
2014-07-05,129,1
2014-07-05,131,1
2014-07-05,138,1
2014-07-05,140,1
2014-07-05,141,1
2014-07-05,143,1
2014-07-05,144,1
2014-07-12,4,1
2014-07-12,7,2
2014-07-12,13,2
2014-07-12,14,2
2014-07-12,18,1
2014-07-12,20,2
2014-07-12,22,1
2014-07-12,23,1
2014-07-12,27,1
2014-07-12,36,1
2014-07-12,41,1
2014-07-12,46,1
2014-07-12,59,1
2014-07-12,62,2
2014-07-12,64,1
2014-07-12,66,1
2014-07-12,67,2
2014-07-12,72,1
2014-07-12,78,1
2014-07-12,79,1
2014-07-12,81,2
2014-07-12,84,1
2014-07-12,86,1
2014-07-12,91,1
2014-07-12,92,1
2014-07-12,94,2
2014-07-12,96,1
2014-07-12,98,1
2014-07-12,100,1
2014-07-12,107,1
2014-07-12,108,3
2014-07-12,109,1
2014-07-12,111,1
2014-07-12,115,1
2014-07-12,118,2
2014-07-12,124,1
2014-07-12,126,2
2014-07-12,128,1
2014-07-12,134,1
2014-07-12,136,1
2014-07-12,137,1
2014-07-12,139,1
2014-07-19,1,1
2014-07-19,5,1
2014-07-19,6,1
2014-07-19,14,1
2014-07-19,15,1
2014-07-19,17,2
2014-07-19,21,1
2014-07-19,23,1
2014-07-19,24,1
2014-07-19,30,1
2014-07-19,32,1
2014-07-19,34,1
2014-07-19,44,1
2014-07-19,50,1
2014-07-19,53,2
2014-07-19,59,2
2014-07-19,60,2
2014-07-19,61,1
2014-07-19,63,1
2014-07-19,69,1
2014-07-19,71,1
2014-07-19,74,1
2014-07-19,76,2
2014-07-19,79,1
2014-07-19,80,1
2014-07-19,81,1
2014-07-19,82,1
2014-07-19,83,2
2014-07-19,85,1
2014-07-19,91,1
2014-07-19,92,1
2014-07-19,94,2
2014-07-19,95,1
2014-07-19,96,2
2014-07-19,97,1
2014-07-19,98,1
2014-07-19,105,1
2014-07-19,107,2
2014-07-19,109,2
2014-07-19,110,1
2014-07-19,113,1
2014-07-19,115,1
2014-07-19,116,1
2014-07-19,120,1
2014-07-19,123,1
2014-07-19,128,1
2014-07-19,130,2
2014-07-19,131,1
2014-07-19,132,3
2014-07-19,133,1
2014-07-19,134,1
2014-07-19,135,1
2014-07-19,136,1
2014-07-19,139,1
2014-07-19,141,1
2014-07-19,143,1
2014-07-19,144,1
2014-07-26,2,2
2014-07-26,3,1
2014-07-26,6,1
2014-07-26,7,1
2014-07-26,8,1
2014-07-26,12,1
2014-07-26,13,1
2014-07-26,14,2
2014-07-26,16,1
2014-07-26,17,1
2014-07-26,18,2
2014-07-26,19,1
2014-07-26,21,1
2014-07-26,22,1
2014-07-26,33,1
2014-07-26,47,1
2014-07-26,48,1
2014-07-26,49,1
2014-07-26,52,1
2014-07-26,55,1
2014-07-26,56,1
2014-07-26,57,1
2014-07-26,58,1
2014-07-26,59,1
2014-07-26,60,1
2014-07-26,61,3
2014-07-26,62,1
2014-07-26,63,1
2014-07-26,64,1
2014-07-26,69,1
2014-07-26,71,1
2014-07-26,74,1
2014-07-26,76,1
2014-07-26,77,2
2014-07-26,80,2
2014-07-26,82,3
2014-07-26,89,1
2014-07-26,91,1
2014-07-26,92,1
2014-07-26,97,1
2014-07-26,104,1
2014-07-26,107,1
2014-07-26,108,1
2014-07-26,109,1
2014-07-26,112,1
2014-07-26,114,1
2014-07-26,115,2
2014-07-26,118,1
2014-07-26,119,3
2014-07-26,121,2
2014-07-26,122,1
2014-07-26,124,2
2014-07-26,126,1
2014-07-26,127,1
2014-07-26,129,1
2014-07-26,131,1
2014-07-26,132,2
2014-07-26,134,2
2014-07-26,135,1
2014-07-26,138,2
2014-07-26,142,1
2014-07-26,143,2
2014-07-26,144,1
2014-08-02,2,1
2014-08-02,8,1
2014-08-02,10,1
2014-08-02,14,1
2014-08-02,17,1
2014-08-02,19,1
2014-08-02,21,2
2014-08-02,22,1
2014-08-02,25,1
2014-08-02,26,2
2014-08-02,32,1
2014-08-02,42,1
2014-08-02,48,1
2014-08-02,51,1
2014-08-02,54,1
2014-08-02,55,1
2014-08-02,58,2
2014-08-02,62,1
2014-08-02,63,1
2014-08-02,72,2
2014-08-02,73,3
2014-08-02,76,1
2014-08-02,77,2
2014-08-02,78,1
2014-08-02,80,2
2014-08-02,84,1
2014-08-02,85,1
2014-08-02,87,1
2014-08-02,88,1
2014-08-02,90,1
2014-08-02,94,2
2014-08-02,95,1
2014-08-02,96,2
2014-08-02,97,1
2014-08-02,99,2
2014-08-02,100,1
2014-08-02,102,1
2014-08-02,106,1
2014-08-02,108,1
2014-08-02,111,2
2014-08-02,112,2
2014-08-02,113,2
2014-08-02,117,1
2014-08-02,119,1
2014-08-02,123,1
2014-08-02,125,1
2014-08-02,128,2
2014-08-02,130,1
2014-08-02,131,1
2014-08-02,132,1
2014-08-02,133,2
2014-08-02,135,2
2014-08-02,137,1
2014-08-02,139,1
2014-08-09,1,1
2014-08-09,2,1
2014-08-09,6,2
2014-08-09,10,1
2014-08-09,12,2
2014-08-09,13,1
2014-08-09,14,2
2014-08-09,17,2
2014-08-09,22,1
2014-08-09,25,1
2014-08-09,26,1
2014-08-09,27,1
2014-08-09,33,1
2014-08-09,39,1
2014-08-09,40,1
2014-08-09,41,1
2014-08-09,55,1
2014-08-09,59,1
2014-08-09,65,1
2014-08-09,69,1
2014-08-09,74,1
2014-08-09,75,1
2014-08-09,77,1
2014-08-09,78,2
2014-08-09,80,1
2014-08-09,81,2
2014-08-09,83,1
2014-08-09,84,1
2014-08-09,89,1
2014-08-09,91,3
2014-08-09,97,2
2014-08-09,98,1
2014-08-09,99,1
2014-08-09,100,1
2014-08-09,106,1
2014-08-09,107,1
2014-08-09,110,2
2014-08-09,111,1
2014-08-09,113,1
2014-08-09,115,1
2014-08-09,116,3
2014-08-09,119,1
2014-08-09,121,1
2014-08-09,123,1
2014-08-09,125,2
2014-08-09,126,1
2014-08-09,129,2
2014-08-09,130,1
2014-08-09,131,2
2014-08-09,133,3
2014-08-09,134,1
2014-08-09,141,2
2014-08-09,142,1
2014-08-16,1,1
2014-08-16,4,1
2014-08-16,5,1
2014-08-16,8,2
2014-08-16,12,1
2014-08-16,15,1
2014-08-16,16,1
2014-08-16,19,1
2014-08-16,22,1
2014-08-16,25,1
2014-08-16,35,1
2014-08-16,49,2
2014-08-16,61,1
2014-08-16,65,2
2014-08-16,67,1
2014-08-16,70,1
2014-08-16,72,2
2014-08-16,73,1
2014-08-16,78,1
2014-08-16,83,1
2014-08-16,86,1
2014-08-16,92,1
2014-08-16,97,1
2014-08-16,100,1
2014-08-16,102,1
2014-08-16,103,3
2014-08-16,106,1
2014-08-16,107,1
2014-08-16,110,2
2014-08-16,112,1
2014-08-16,114,2
2014-08-16,116,2
2014-08-16,120,2
2014-08-16,124,1
2014-08-16,126,2
2014-08-16,128,3
2014-08-16,130,1
2014-08-16,131,1
2014-08-16,133,1
2014-08-16,134,1
2014-08-16,136,2
2014-08-16,137,1
2014-08-16,138,2
2014-08-16,142,3
2014-08-23,2,1
2014-08-23,5,1
2014-08-23,7,1
2014-08-23,11,1
2014-08-23,13,1
2014-08-23,17,1
2014-08-23,19,1
2014-08-23,20,1
2014-08-23,28,1
2014-08-23,34,1
2014-08-23,60,1
2014-08-23,63,1
2014-08-23,81,2
2014-08-23,83,2
2014-08-23,84,1
2014-08-23,88,1
2014-08-23,90,2
2014-08-23,92,1
2014-08-23,93,3
2014-08-23,97,3
2014-08-23,98,1
2014-08-23,100,2
2014-08-23,101,1
2014-08-23,102,1
2014-08-23,103,3
2014-08-23,104,1
2014-08-23,108,1
2014-08-23,111,1
2014-08-23,114,3
2014-08-23,115,2
2014-08-23,117,1
2014-08-23,118,1
2014-08-23,119,2
2014-08-23,120,4
2014-08-23,121,1
2014-08-23,122,1
2014-08-23,128,1
2014-08-23,129,1
2014-08-23,130,3
2014-08-23,136,4
2014-08-23,137,1
2014-08-23,141,3
2014-08-23,143,1
2014-08-23,144,1
2014-08-30,2,1
2014-08-30,3,2
2014-08-30,5,1
2014-08-30,6,1
2014-08-30,9,1
2014-08-30,10,1
2014-08-30,13,2
2014-08-30,14,2
2014-08-30,24,1
2014-08-30,28,1
2014-08-30,43,1
2014-08-30,59,1
2014-08-30,62,1
2014-08-30,63,2
2014-08-30,65,1
2014-08-30,67,1
2014-08-30,73,1
2014-08-30,76,2
2014-08-30,78,1
2014-08-30,80,1
2014-08-30,83,1
2014-08-30,87,1
2014-08-30,99,1
2014-08-30,100,1
2014-08-30,102,1
2014-08-30,104,2
2014-08-30,105,1
2014-08-30,106,2
2014-08-30,111,1
2014-08-30,113,1
2014-08-30,115,2
2014-08-30,116,1
2014-08-30,117,1
2014-08-30,119,2
2014-08-30,121,2
2014-08-30,125,1
2014-08-30,126,3
2014-08-30,130,1
2014-08-30,131,1
2014-08-30,134,2
2014-08-30,135,1
2014-08-30,138,1
2014-08-30,139,1
2014-08-30,140,1
2014-08-30,141,1
2014-08-30,143,1
2014-08-30,144,1
2014-09-06,1,1
2014-09-06,4,2
2014-09-06,6,3
2014-09-06,7,2
2014-09-06,8,1
2014-09-06,9,2
2014-09-06,11,1
2014-09-06,13,1
2014-09-06,14,1
2014-09-06,15,1
2014-09-06,18,1
2014-09-06,22,1
2014-09-06,26,2
2014-09-06,27,2
2014-09-06,33,1
2014-09-06,44,1
2014-09-06,45,1
2014-09-06,48,1
2014-09-06,50,1
2014-09-06,57,1
2014-09-06,60,1
2014-09-06,61,1
2014-09-06,62,1
2014-09-06,63,1
2014-09-06,64,1
2014-09-06,65,1
2014-09-06,66,1
2014-09-06,67,1
2014-09-06,71,1
2014-09-06,72,1
2014-09-06,78,1
2014-09-06,79,2
2014-09-06,80,1
2014-09-06,87,2
2014-09-06,88,1
2014-09-06,89,1
2014-09-06,90,2
2014-09-06,91,1
2014-09-06,93,1
2014-09-06,95,2
2014-09-06,96,3
2014-09-06,97,1
2014-09-06,99,1
2014-09-06,101,1
2014-09-06,102,1
2014-09-06,103,2
2014-09-06,109,1
2014-09-06,112,2
2014-09-06,113,1
2014-09-06,114,2
2014-09-06,116,2
2014-09-06,117,2
2014-09-06,118,1
2014-09-06,119,1
2014-09-06,120,2
2014-09-06,125,1
2014-09-06,127,3
2014-09-06,128,3
2014-09-06,129,1
2014-09-06,134,4
2014-09-06,137,1
2014-09-06,139,1
2014-09-06,140,2
2014-09-06,142,2
2014-09-13,2,1
2014-09-13,5,2
2014-09-13,6,1
2014-09-13,9,1
2014-09-13,10,1
2014-09-13,11,2
2014-09-13,12,1
2014-09-13,14,1
2014-09-13,17,1
2014-09-13,20,2
2014-09-13,23,1
2014-09-13,31,1
2014-09-13,47,3
2014-09-13,49,1
2014-09-13,56,1
2014-09-13,57,1
2014-09-13,63,1
2014-09-13,64,2
2014-09-13,65,1
2014-09-13,66,1
2014-09-13,67,1
2014-09-13,68,1
2014-09-13,69,1
2014-09-13,71,1
2014-09-13,72,1
2014-09-13,74,1
2014-09-13,76,1
2014-09-13,77,1
2014-09-13,79,3
2014-09-13,80,1
2014-09-13,82,1
2014-09-13,83,2
2014-09-13,86,2
2014-09-13,88,1
2014-09-13,89,1
2014-09-13,92,1
2014-09-13,97,1
2014-09-13,101,1
2014-09-13,104,1
2014-09-13,108,1
2014-09-13,111,2
2014-09-13,112,2
2014-09-13,114,2
2014-09-13,116,1
2014-09-13,118,1
2014-09-13,119,1
2014-09-13,133,1
2014-09-13,134,2
2014-09-13,135,1
2014-09-13,136,2
2014-09-13,140,1
2014-09-13,141,2
2014-09-20,2,1
2014-09-20,3,1
2014-09-20,4,1
2014-09-20,7,1
2014-09-20,8,2
2014-09-20,10,1
2014-09-20,11,2
2014-09-20,17,1
2014-09-20,18,2
2014-09-20,19,1
2014-09-20,20,1
2014-09-20,23,2
2014-09-20,38,1
2014-09-20,46,1
2014-09-20,47,1
2014-09-20,48,1
2014-09-20,50,1
2014-09-20,55,1
2014-09-20,59,1
2014-09-20,60,2
2014-09-20,61,2
2014-09-20,66,1
2014-09-20,67,1
2014-09-20,68,2
2014-09-20,72,1
2014-09-20,76,2
2014-09-20,78,2
2014-09-20,79,1
2014-09-20,86,1
2014-09-20,88,1
2014-09-20,89,2
2014-09-20,94,1
2014-09-20,97,1
2014-09-20,98,1
2014-09-20,102,1
2014-09-20,104,2
2014-09-20,105,1
2014-09-20,106,2
2014-09-20,107,1
2014-09-20,110,2
2014-09-20,114,4
2014-09-20,115,1
2014-09-20,120,1
2014-09-20,121,1
2014-09-20,123,1
2014-09-20,125,2
2014-09-20,127,1
2014-09-20,129,2
2014-09-20,130,1
2014-09-20,131,2
2014-09-20,132,3
2014-09-20,133,1
2014-09-20,134,1
2014-09-20,139,1
2014-09-20,141,1
2014-09-20,142,2
2014-09-20,143,1
2014-09-27,1,1
2014-09-27,2,1
2014-09-27,4,3
2014-09-27,5,1
2014-09-27,6,3
2014-09-27,8,2
2014-09-27,12,1
2014-09-27,13,1
2014-09-27,15,1
2014-09-27,16,2
2014-09-27,19,2
2014-09-27,26,1
2014-09-27,39,1
2014-09-27,40,1
2014-09-27,44,1
2014-09-27,45,1
2014-09-27,46,2
2014-09-27,50,1
2014-09-27,54,2
2014-09-27,58,2
2014-09-27,59,1
2014-09-27,61,1
2014-09-27,63,1
2014-09-27,64,1
2014-09-27,68,1
2014-09-27,70,2
2014-09-27,75,2
2014-09-27,76,1
2014-09-27,79,1
2014-09-27,82,1
2014-09-27,85,1
2014-09-27,89,1
2014-09-27,91,1
2014-09-27,95,1
2014-09-27,96,1
2014-09-27,99,1
2014-09-27,100,1
2014-09-27,102,1
2014-09-27,107,1
2014-09-27,108,1
2014-09-27,109,1
2014-09-27,110,1
2014-09-27,112,2
2014-09-27,115,1
2014-09-27,116,1
2014-09-27,117,1
2014-09-27,119,1
2014-09-27,121,2
2014-09-27,124,1
2014-09-27,125,1
2014-09-27,126,1
2014-09-27,129,1
2014-09-27,132,2
2014-09-27,133,2
2014-09-27,135,1
2014-09-27,136,2
2014-09-27,137,3
2014-09-27,138,1
2014-09-27,139,1
2014-09-27,140,1
2014-09-27,142,1
2014-09-27,143,1
2014-09-27,144,1
2014-10-04,3,1
